pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en
0.404606,1.14473;0.132987,0.289362,0.586847,0.1,10.0,0.797072,0.1,0.1,0.175183,0.1
2.49133,1.14426;0.1,0.361909,0.100384,1.78129,0.133736,10.0,1.27453,10.0,10.0,4.44941
0.402518,1.14589;0.1,0.171658,0.1,0.1,0.1,0.1,7.33328,10.0,10.0,2.18785
2.49118,1.15163;0.1,0.301292,0.1,0.210221,0.213771,10.0,0.236177,0.1,4.71386,0.124725
0.404252,1.15125;10.0,1.90867,0.1,0.1,10.0,0.1,10.0,0.1,6.44811,10.0
2.49268,1.15249;0.1,0.301292,0.1,0.184812,0.213771,10.0,0.236177,0.194781,4.71386,0.114818
0.4045,1.1582;10.0,0.420506,0.1,0.1,10.0,0.737635,10.0,0.1,6.6035,10.0
2.49808,1.15764;0.1,0.324117,0.1,1.78129,0.200669,10.0,0.2791,4.18896,10.0,0.1
0.40006,1.16403;0.1,0.20825,0.510083,0.1,10.0,0.124838,0.341956,0.148243,10.0,0.1
2.49101,1.16309;0.1,0.343105,0.115829,1.82075,0.176586,9.64394,0.112757,4.94769,10.0,2.25013
0.404548,1.16643;10.0,0.850724,0.1,10.0,1.4742,0.376016,0.346183,1.50325,0.200704,0.423016
2.49509,1.16744;0.1,0.361909,0.103734,1.78129,0.1,10.0,0.283539,1.61987,10.0,4.33017
0.404364,1.17155;10.0,0.1,0.186602,0.516352,10.0,0.584814,10.0,0.31481,6.44811,10.0
2.48814,1.17498;0.1,0.324117,0.1,1.78129,0.1,10.0,0.178832,0.1,10.0,0.338358
0.401411,1.17709;0.132987,0.279756,0.516856,0.10616,10.0,0.1,0.373524,10.0,1.9107,0.1
2.48838,1.18027;0.1,0.324117,0.1,1.78129,0.128518,10.0,0.2791,2.1611,10.0,0.1
0.402687,1.1811;2.19285,0.416826,0.225585,0.351027,10.0,1.6285,1.26003,8.28902,0.255439,0.1
2.49224,1.1843;0.1,0.324117,0.1,1.78129,0.1,10.0,0.178832,0.493227,10.0,0.1
0.403556,1.18878;1.50185,3.26756,1.9317,0.1,8.74839,0.637948,0.1,0.1,7.70444,0.1
2.50181,1.18374;0.10067,0.344868,0.183702,0.312953,0.1,10.0,0.424794,0.1,2.80747,0.39631
0.403797,1.19143;10.0,0.1,1.01724,0.1,10.0,0.923036,10.0,0.1,6.44811,10.0
2.49636,1.19403;0.1,0.317758,0.1,1.19662,0.109933,10.0,0.183414,3.24199,9.78091,1.36081
0.404068,1.19881;10.0,0.191774,10.0,1.73586,10.0,10.0,2.38606,6.9116,0.1,0.1
2.4951,1.19675;0.1,0.343105,0.1,1.82075,0.176586,10.0,0.112757,3.31469,10.0,1.37612
0.400696,1.20382;10.0,0.263909,2.64873,0.327214,10.0,10.0,0.238892,1.30872,0.782912,1.48299
2.49733,1.20107;0.661372,2.77858,0.316739,10.0,0.1,10.0,0.1,4.79411,2.94394,0.1
0.402942,1.20683;10.0,0.207547,0.1,0.1,10.0,0.386806,10.0,0.1,6.44811,10.0
2.49221,1.20765;0.105957,0.368874,0.1,0.803906,0.13973,9.43401,1.09486,2.15033,2.08951,0.1
0.403961,1.21497;10.0,0.1,0.1,0.1,10.0,0.26853,10.0,0.1,6.44811,10.0
2.50327,1.21232;0.1,0.35959,0.221841,0.1,0.196485,10.0,0.1,0.1,2.13921,0.113756
0.404929,1.21893;10.0,0.1,0.1,0.1,10.0,0.127613,10.0,0.1,6.44811,10.0
2.50308,1.21242;0.1,0.35959,0.221841,0.1,0.196485,10.0,0.1,0.1,2.13921,0.113912
0.401228,1.22078;0.100693,0.230354,0.508234,0.1,10.0,0.322486,0.1,5.25396,3.16227,0.349511
2.4934,1.22743;0.133917,0.389637,0.1,0.229494,0.1,10.0,0.1,10.0,10.0,0.428819
0.401861,1.22886;0.1,0.230354,0.508234,0.1,10.0,0.261777,0.1,5.25396,3.16227,0.349511
2.49355,1.22914;0.1,0.31717,0.1,0.177929,0.11483,10.0,0.309775,0.1,4.71386,0.247191
0.402349,1.23089;3.16259,7.30597,3.23716,2.48951,5.35746,0.169133,2.19572,0.997898,1.66624,0.102001
2.48524,1.23483;0.1,0.31717,0.1,0.177929,0.11483,10.0,0.309775,0.1,4.70067,0.247191
0.400747,1.23951;4.43875,0.215201,0.156281,2.40934,2.88918,10.0,10.0,0.110341,5.07321,9.06929
2.49235,1.23867;1.0979,3.31828,0.119731,0.1,0.1,10.0,0.417938,7.1617,1.59339,0.270275
0.404792,1.24127;0.132987,0.311062,0.586847,0.1,10.0,0.665545,0.1,0.1,0.1,0.1
2.49768,1.2395;0.1,0.344868,0.185945,0.312953,0.1,10.0,0.300483,0.1,2.80747,0.1
0.40244,1.24914;0.132987,0.311062,0.586847,0.1,10.0,0.665545,0.1,0.1,0.741073,0.1
2.49697,1.24951;0.1,0.317758,0.1,0.754375,0.1,10.0,0.329876,7.80988,10.0,1.27482
0.402501,1.25265;0.1,0.230354,0.508234,0.1,10.0,0.415936,0.153361,0.304114,3.16227,0.209642
2.50099,1.25053;3.21844,10.0,0.475141,10.0,0.1,10.0,0.370457,10.0,1.24999,0.182539
0.402115,1.25749;10.0,0.183289,0.1,0.346661,10.0,0.651755,0.359304,3.53199,0.1,0.1
2.48622,1.25857;0.1,0.305401,0.1,0.455034,0.205885,10.0,0.1,10.0,10.0,0.1
0.401273,1.26296;10.0,1.89377,0.865618,0.310188,10.0,0.1,0.541284,1.39787,0.1,0.206757
2.49793,1.26206;0.1,0.344491,0.1,1.0954,0.1,8.21033,0.130162,0.1,3.97903,0.369936
0.401159,1.26694;10.0,0.1,0.1,0.15878,7.09495,1.47314,10.0,0.1,6.1776,10.0
2.49714,1.26265;0.1,0.317758,0.1,1.19662,0.118538,10.0,0.101911,5.3721,10.0,0.1
0.402844,1.27309;4.47441,0.530528,0.1,0.1,10.0,0.1,0.1,3.29006,0.1,0.106644
2.49349,1.27454;0.117462,0.377956,0.1,0.112792,0.127265,10.0,0.1,0.1,4.25538,0.15749
0.403428,1.27884;10.0,0.1,0.1,0.1,10.0,0.596719,0.359304,3.53199,0.1,0.1
2.49235,1.27601;0.1,0.32185,0.1,0.760757,0.125147,10.0,0.330971,5.70554,7.89688,0.374322
0.404036,1.28064;0.1196,0.289362,0.555793,0.1,10.0,0.797072,0.1,0.1,0.154814,0.1
2.50205,1.27885;0.1,0.324117,0.140194,1.24448,0.1,10.0,0.121169,8.87736,10.0,0.133486
0.402762,1.2865;0.1,0.264402,0.47141,0.117779,6.49826,0.1,0.271356,2.0402,0.165133,0.1
2.49808,1.28727;0.1,0.317758,0.124456,0.887453,0.1,10.0,0.270082,10.0,10.0,0.1
0.404368,1.29045;10.0,0.526495,10.0,0.313002,2.10787,1.9582,4.68705,0.386432,1.65524,2.92607
2.48808,1.29335;3.21844,10.0,0.316159,10.0,0.10241,10.0,0.40564,10.0,1.24999,0.1
0.404415,1.29995;10.0,0.482453,0.153815,0.346661,10.0,0.651755,0.366403,3.53199,0.1,0.117854
2.48459,1.29678;3.21844,10.0,0.316159,10.0,0.1,10.0,0.40564,10.0,1.24999,0.1
0.402887,1.30166;0.1,0.25302,0.1,0.1,2.28859,0.1,0.615503,10.0,10.0,5.55237
2.50296,1.3016;0.1,0.317758,0.1,0.115956,0.1,10.0,0.1,9.70995,10.0,0.695964
0.401718,1.30649;10.0,0.1,10.0,0.1,2.10787,1.9582,4.68705,0.113929,1.65524,2.92607
2.49469,1.31021;0.1,0.368874,0.1,0.5454,0.53722,10.0,0.196856,10.0,3.97903,0.1
0.402131,1.31193;10.0,0.273519,10.0,0.1,1.806,1.9582,4.68705,0.1,1.65524,2.92607
2.49462,1.31184;0.1,0.317758,0.1,0.168704,0.101219,10.0,0.270082,8.23843,8.44712,0.1
0.403211,1.31758;10.0,0.437194,10.0,0.201827,10.0,0.196622,0.688075,1.85903,0.1,0.212373
2.50561,1.31562;0.1,0.315768,0.1,0.213054,0.1,10.0,0.122644,10.0,10.0,0.142371
0.401542,1.32151;10.0,0.437194,10.0,0.1,10.0,0.19869,0.688075,1.85903,0.1,0.212373
2.49133,1.32732;0.1,0.317758,0.1,0.1,0.123189,10.0,0.1,10.0,9.50598,0.1
0.400236,1.32799;10.0,0.1,0.1,0.1,10.0,0.815386,0.256566,3.53199,0.1,0.1
2.489,1.32868;0.1,0.317758,0.1,0.1,0.123189,10.0,0.1,10.0,9.50598,0.109005
0.402855,1.33495;4.11199,0.1,0.704881,0.1,10.0,0.166238,0.1,2.60014,0.150423,0.286243
2.49861,1.33244;0.1,0.350809,0.15984,0.560054,0.1,10.0,0.1,1.52701,4.13677,0.1
0.402573,1.33747;10.0,3.81742,10.0,6.92931,0.783046,0.139124,10.0,0.113848,4.48781,10.0
2.48497,1.33712;2.80465,10.0,0.109164,10.0,0.320958,8.99175,0.1,4.17556,0.599038,0.1
0.404003,1.34312;8.59351,0.1,0.248624,0.1,10.0,0.277105,0.187922,3.53199,0.1,0.1
2.49091,1.34754;0.1,0.321151,0.1,0.1,0.1,10.0,0.108419,10.0,9.50598,0.1
0.404439,1.34494;8.59351,0.1,0.1,0.1,10.0,0.213568,0.187922,3.53199,0.1,0.1
2.49595,1.34542;0.1,0.350809,0.1,0.560054,0.174014,10.0,0.1,0.343347,4.13677,0.1
0.402095,1.3546;7.47138,0.1,6.27005,0.1,0.848881,1.3343,4.68705,0.690728,1.65524,2.92607
2.49647,1.35176;0.731951,3.16634,0.191936,6.24728,0.223619,10.0,0.1,0.118917,0.748686,0.1
0.402087,1.35742;3.81975,10.0,3.23716,0.253853,10.0,0.1,0.1,1.80609,1.2757,0.213691
2.49232,1.35878;3.21844,10.0,0.522576,6.23794,0.1,10.0,0.1,10.0,1.24999,0.1
0.40327,1.36087;10.0,0.1,0.1,0.1,10.0,0.813079,0.187922,3.53199,0.1,0.1
2.50156,1.35915;0.1,0.368874,0.113854,0.1,0.1,10.0,0.160954,0.809523,3.97903,0.888416
0.40107,1.36648;3.92157,10.0,4.19525,0.1,10.0,4.11487,10.0,5.13036,10.0,0.1
2.50149,1.36723;0.106034,0.368874,0.1,0.1,0.1,10.0,0.205638,0.838676,3.97903,0.126916
0.403859,1.37036;0.1,0.248184,0.510083,0.1,10.0,0.1,0.165935,0.1,10.0,0.332076
2.48808,1.37147;0.1,0.365226,0.124602,0.275935,0.1,8.33164,0.134082,0.150898,2.15472,0.1
0.40257,1.37605;3.16259,9.81406,3.74515,0.1,9.48108,7.12131,10.0,0.1,1.95321,2.49514
2.49804,1.37903;0.1,0.368874,0.130289,0.836197,0.106925,10.0,0.1,0.114987,3.97903,0.269383
0.400326,1.38131;8.16701,0.437194,10.0,0.1,10.0,0.116767,0.688075,0.352498,0.1,0.212373
2.49012,1.38712;0.1,0.350809,0.1,0.211335,0.1,10.0,0.163277,0.415685,4.13677,0.1
0.400572,1.38764;3.16259,8.17477,3.50319,0.221547,10.0,0.645994,3.52495,0.1,3.78506,0.1
2.49795,1.3878;0.106034,0.377956,0.1,0.1,0.127265,10.0,0.1,0.1,3.59124,0.15749
0.403028,1.39363;10.0,0.143903,0.1,0.1,10.0,0.1,0.359304,3.53199,0.1,0.133416
2.50269,1.39114;0.1,0.368874,0.1,0.1,0.1,10.0,0.1,0.1,3.97903,0.717083
0.403189,1.39967;3.16259,10.0,3.50319,0.1,10.0,0.455529,1.47043,2.55955,0.299671,0.288884
2.49202,1.40133;0.1,0.361249,0.103592,0.1,0.127265,10.0,0.1,0.1,3.59124,0.15749
0.40079,1.40063;4.45849,0.264402,1.44388,0.175752,10.0,0.110304,0.1,3.84628,0.1,0.1
2.48523,1.40122;0.197148,1.59093,0.1,10.0,0.207487,10.0,0.178482,10.0,6.78156,0.1
0.402799,1.40943;10.0,0.1,1.31146,0.268805,0.1,0.1,10.0,0.1,4.7114,7.72718
2.50007,1.40395;2.80465,10.0,0.1,10.0,0.132483,10.0,0.1,3.91577,0.79497,0.125402
0.40411,1.41014;5.03325,0.13955,0.156281,2.61513,1.73742,9.5949,10.0,0.1,5.07321,10.0
2.50358,1.40805;0.1,0.368874,0.1,0.1,0.140719,10.0,0.246514,0.809523,3.19485,0.1
0.402532,1.41906;3.10466,0.319392,0.133443,10.0,0.127524,0.741352,0.1,0.1,0.58402,0.26738
2.50074,1.41629;2.80465,10.0,0.1,10.0,0.132483,10.0,0.1,3.91577,0.77922,0.1
0.400713,1.42267;3.16259,10.0,3.74515,0.1,9.48108,7.12131,10.0,0.1,1.95321,2.24638
2.48613,1.42705;0.1,0.357661,0.103066,0.1,0.1,10.0,0.1,1.89092,4.53488,0.186001
0.403615,1.42994;5.03325,0.1,0.156281,2.40934,1.73742,9.5949,10.0,0.110341,5.07321,10.0
2.49113,1.42645;0.1,0.340876,0.1,0.1,0.1,10.0,0.1,10.0,8.44712,0.109025
0.400333,1.43017;5.03325,0.13955,0.156281,2.40934,1.73742,9.5949,10.0,0.110341,5.07321,10.0
2.50133,1.43288;0.552581,2.77858,0.1,10.0,0.1,10.0,0.1,0.1,2.94394,0.234034
0.401398,1.43789;10.0,0.1,10.0,1.39717,10.0,3.27325,3.90781,10.0,0.1,0.206757
2.50486,1.43274;0.1,0.368874,0.1,0.1,0.1,10.0,0.196856,1.61647,3.97903,0.269383
0.403495,1.44341;10.0,0.1,0.1,0.200122,10.0,0.975363,0.1,3.6692,0.1,0.100259
2.49313,1.44718;0.1,0.368874,0.1,0.1,0.13973,10.0,0.14832,2.15033,3.90058,0.1
0.401058,1.44831;0.426923,0.1,0.1,0.1,10.0,0.291589,0.1,10.0,0.405812,0.1
2.49025,1.44907;0.1,0.368874,0.1,0.1,0.1,9.82878,0.1,0.348964,3.57547,0.162874
0.404564,1.45298;10.0,0.135067,0.366743,3.2805,1.28466,0.1,10.0,1.41746,4.95774,10.0
2.49097,1.45362;0.1,0.368874,0.1,0.466603,0.1,10.0,0.1,0.126632,3.97903,0.1
0.403061,1.45735;10.0,0.135067,0.1,3.2805,1.28466,0.1,10.0,1.41746,4.95774,10.0
2.49789,1.45674;0.1,0.368874,0.1,0.296894,0.1,10.0,0.1,0.652973,3.97903,0.1
0.404426,1.46191;10.0,0.1,10.0,0.827516,10.0,3.27325,3.90781,10.0,0.1,0.206757
2.50217,1.45817;0.1,0.368874,0.1,0.145693,0.1,10.0,0.1,1.06266,3.97903,0.103175
0.400149,1.46798;10.0,0.1,10.0,0.586688,0.1,0.1,10.0,7.91457,1.65524,3.07919
2.50601,1.46202;0.1,0.368874,0.1,0.1,0.104636,10.0,0.1,1.93576,4.20995,0.1
0.404146,1.47044;10.0,0.1,6.27263,0.1,0.75467,0.1,10.0,0.113848,4.48781,7.95981
2.4994,1.47079;0.197148,1.59093,0.1,10.0,0.1,8.71704,0.295818,10.0,6.57657,0.132909
0.405013,1.47823;1.72595,0.386219,1.14809,0.351027,7.98707,1.6285,1.26003,8.28902,0.195486,0.152314
2.49833,1.47348;0.604638,2.35282,0.1,0.155742,0.1,10.0,0.234912,0.104711,0.512495,0.1
0.400561,1.48322;10.0,0.1,10.0,0.337308,0.1,0.1,10.0,7.91457,1.65524,3.07919
2.49441,1.48319;2.53235,10.0,0.198307,7.39652,0.1,0.1,0.15983,10.0,0.575105,0.452964
0.404857,1.48898;10.0,0.775678,6.73168,1.23849,10.0,1.62066,10.0,5.00379,4.7114,10.0
2.49576,1.48692;0.1,0.392245,0.1,0.220209,0.149072,10.0,0.1,0.309383,3.01518,0.243625
0.401794,1.49236;10.0,0.616779,10.0,1.39113,0.1,10.0,10.0,10.0,0.1,0.206757
2.49013,1.4916;0.1,0.392245,0.1,0.228203,0.149072,10.0,0.1,0.309383,3.01518,0.243625
0.404185,1.49894;3.16259,10.0,3.74515,0.1,9.48108,7.12131,10.0,0.1,5.13857,2.24638
2.50017,1.4966;0.1,0.391904,0.1,0.230386,0.1,10.0,0.24698,0.223139,2.90224,0.15946
0.401054,1.50156;0.1,0.191349,0.1,0.282604,0.1,2.0715,10.0,10.0,0.162321,0.1
2.50106,1.50136;0.1,0.391904,0.1,0.328882,0.1,10.0,0.215519,0.198354,3.05214,0.15946
0.401194,1.5051;0.1,0.272421,0.510083,0.1,10.0,0.1,0.1,0.1,2.77781,0.1
2.4986,1.50684;0.197148,1.59093,0.1,10.0,0.172834,10.0,0.178482,10.0,6.78156,0.1
0.400483,1.5107;0.1,0.272421,0.517427,0.1,10.0,0.1,1.66712,0.129338,4.3514,0.1
2.50279,1.50993;0.1,0.391904,0.1,0.1,0.1,10.0,0.1,0.383382,3.29867,0.291502
0.401565,1.51825;0.1,0.23295,0.1,0.1,10.0,4.09972,0.1,10.0,1.48752,0.1
2.49951,1.51809;0.197148,1.59093,0.1,10.0,0.169216,10.0,0.178482,10.0,6.78156,0.1
0.402783,1.52097;10.0,6.95593,6.17758,0.361535,0.1,0.470522,10.0,4.60435,4.48842,10.0
2.49446,1.52536;0.1,0.391904,0.102003,0.328882,0.1,10.0,0.104005,0.20121,3.29867,0.152143
0.40079,1.52534;10.0,0.454051,10.0,0.827516,0.155876,10.0,10.0,10.0,0.1,0.206757
2.50352,1.52425;0.1,0.391904,0.1,0.1,0.1,10.0,0.104005,0.498248,3.24773,0.152143
0.402966,1.53185;8.2217,0.1,10.0,0.288746,0.1,10.0,10.0,10.0,0.1,0.206757
2.49332,1.53311;0.1,0.391904,0.1,0.328882,0.1,10.0,0.105218,0.20121,3.29867,0.112003
0.404332,1.53584;10.0,0.335935,10.0,0.556427,0.11181,10.0,10.0,10.0,0.1,0.206757
2.48789,1.5401;0.1,0.391904,0.1,0.328882,0.1,10.0,0.1,0.20121,3.29867,0.1
0.401819,1.54444;2.69354,0.125863,9.51504,0.361535,10.0,0.1,10.0,10.0,4.48842,10.0
2.49207,1.54674;0.1,0.389637,0.1,0.10704,0.1,10.0,0.173207,2.74859,3.79575,0.1
0.402603,1.54952;10.0,0.125734,8.96262,0.1,9.31638,10.0,10.0,7.40045,4.48842,10.0
2.48424,1.55171;0.552581,2.77858,0.1,10.0,0.114085,6.26887,0.1,10.0,2.94394,0.1
0.400028,1.55287;10.0,0.1,0.1,0.1,10.0,10.0,0.359304,3.53199,0.1,0.1
2.49878,1.55108;0.180398,1.53451,0.1,10.0,0.1,10.0,0.38857,8.34461,6.57657,0.1
0.403187,1.55881;10.0,0.170607,10.0,0.198088,0.198899,10.0,10.0,10.0,0.1,0.206757
2.49305,1.55629;2.80465,10.0,0.118393,10.0,0.1,8.99175,0.1,10.0,1.29473,0.1
0.403836,1.56068;10.0,0.285229,10.0,0.1,0.1,10.0,10.0,10.0,0.1,0.206757
2.4881,1.56181;2.80465,10.0,0.114781,10.0,0.1,8.99175,0.1,10.0,1.29473,0.1
0.402338,1.56888;7.75372,0.383773,0.401874,0.154263,10.0,8.51404,3.33778,0.192837,3.65132,8.6534
2.50629,1.5614;0.1,0.386339,0.1,0.1,0.133239,10.0,0.105504,10.0,6.41827,0.384894
0.404577,1.57236;1.96144,0.174298,0.1,0.1,10.0,10.0,4.71348,10.0,4.18067,10.0
2.48046,1.57042;2.80465,10.0,0.109164,10.0,0.1,8.99175,0.1,10.0,1.29473,0.1
0.400254,1.57568;10.0,0.1,10.0,0.1,0.1,9.66316,10.0,10.0,0.1,0.206757
2.50371,1.57526;0.1,0.385034,0.1,0.1,0.123189,10.0,0.150186,10.0,6.26922,0.1
0.40258,1.58099;0.1,0.322084,0.601007,0.1,10.0,0.1,5.56154,2.65539,9.94259,10.0
2.49377,1.58012;0.195003,1.59093,0.1,10.0,0.1,9.61114,0.114185,5.97869,6.57657,0.176395
0.403048,1.58906;10.0,0.775678,6.73168,1.58665,1.12859,1.04835,10.0,0.108159,4.7114,10.0
2.49575,1.58289;0.1,0.385034,0.1,0.1,0.111849,10.0,0.1,9.74347,6.46643,0.224689
0.40059,1.59314;10.0,0.775678,6.73168,1.23849,1.59949,1.62066,10.0,0.380702,4.7114,10.0
2.50255,1.59087;0.1,0.424713,0.1,0.436924,0.1,10.0,0.300483,0.1,2.25514,0.1
0.40376,1.59821;3.16259,10.0,3.91347,0.1,6.28027,0.127969,10.0,0.368535,0.29979,0.25606
2.49839,1.5939;0.197148,1.59093,0.110638,10.0,0.119623,10.0,0.20919,10.0,6.57657,0.1
0.403947,1.60231;0.1,0.292751,0.510083,0.1,10.0,0.1,0.1,0.1,0.1,0.1
2.49556,1.60261;0.614232,2.94604,0.1,3.2882,0.272454,10.0,0.1,0.345923,0.413057,0.1
0.403236,1.60523;10.0,0.977848,7.11805,1.23849,1.59949,1.02626,10.0,0.380702,4.7114,10.0
2.50386,1.60569;0.197148,1.59093,0.1,10.0,0.141477,10.0,0.178482,10.0,6.78156,0.1
0.402375,1.61304;0.718011,1.71147,0.1,0.1,4.23773,0.134364,0.144061,10.0,10.0,0.1
2.4966,1.61072;0.197148,1.59093,0.1,10.0,0.141477,10.0,0.178482,10.0,6.78156,0.156626
0.401455,1.61978;3.16259,10.0,2.77215,0.18535,7.94742,0.1,0.1,0.128005,0.265207,0.1
2.49911,1.61682;0.618505,2.5891,0.1,0.14922,0.120124,10.0,0.1,0.1,0.512495,0.1
0.401006,1.62078;1.11995,0.1,0.222253,0.1,10.0,0.1,4.23303,1.46769,4.18067,10.0
2.49639,1.61943;0.618505,2.5891,0.1,0.14922,0.120124,10.0,0.1,0.103917,0.512495,0.1
0.404757,1.62733;5.90999,0.387752,3.44426,0.324368,10.0,0.1,7.47312,2.06393,4.48781,10.0
2.48944,1.63183;0.614232,2.94604,0.1,3.03588,0.272454,10.0,0.1,0.588229,0.413057,0.1
0.401697,1.63475;3.16259,10.0,3.16646,0.191838,10.0,10.0,10.0,0.1,0.1,0.1
2.49183,1.62842;0.197148,1.59093,0.1,10.0,0.1,10.0,0.20919,6.95704,6.57657,0.195657
0.403728,1.63957;0.113927,0.347587,0.54463,0.133412,10.0,0.665545,0.226854,0.1,0.1,0.1
2.5002,1.63736;0.195003,1.59093,0.100719,10.0,0.1,10.0,0.278496,8.64269,6.57657,0.394217
0.400976,1.64002;0.1,0.292751,0.510083,0.154318,10.0,0.1,0.140114,0.1508,10.0,0.1
2.49126,1.63778;0.197642,1.59093,0.105725,10.0,0.1,10.0,0.20919,8.34461,6.57657,0.168635
0.404855,1.64894;0.1,0.311062,0.437823,0.191964,6.94645,0.586662,0.1,0.1,0.1,0.119609
2.4985,1.64638;0.610207,2.5891,0.1,0.1,0.1,10.0,0.115903,0.168595,0.512495,0.1
0.402806,1.65172;8.70415,0.1,10.0,0.261941,4.73518,0.157521,10.0,0.1,4.7114,10.0
2.49782,1.64804;0.195003,1.59093,0.100719,10.0,0.1,9.61114,0.204341,9.29932,6.57657,0.14841
0.402137,1.6571;0.1,0.311774,0.532261,0.1,10.0,0.1,0.45899,0.81669,0.1,0.179672
2.4893,1.65412;0.195003,1.59093,0.100719,10.0,0.1,9.61114,0.204341,9.29932,6.57657,0.213436
0.401003,1.66464;3.16259,10.0,3.50319,0.44489,10.0,0.1,3.52495,0.1,0.1,0.1
2.49704,1.66002;0.197148,1.59093,0.110638,10.0,0.1,10.0,0.20919,10.0,6.57657,0.1
0.400011,1.66723;3.16259,10.0,3.50319,0.172549,10.0,0.128864,3.52495,0.105957,1.05653,0.163983
2.49489,1.66904;0.604638,2.5891,0.1,0.1,0.1,10.0,0.1,0.1,0.512495,0.1
0.403511,1.67482;4.88305,0.125863,5.98352,0.1,9.31638,5.86869,5.21163,0.103447,3.8851,10.0
2.49089,1.67203;0.604638,2.5878,0.1,0.1,0.1,10.0,0.1,0.1,0.512495,0.1
0.402103,1.67677;5.69552,0.351896,0.1,0.1,9.0827,0.1,6.34863,0.1,4.48842,10.0
2.50535,1.67376;0.197148,1.59093,0.1,10.0,0.1,10.0,0.311167,10.0,6.57657,0.1
0.403361,1.68492;2.35241,0.1,0.16136,0.202478,9.38823,0.1,4.71348,0.1,4.18067,10.0
2.34122,1.686;2.51939,10.0,0.1,6.32422,0.1,0.158271,0.136175,10.0,0.575105,0.452964
2.37083,1.68503;2.57529,10.0,0.1,10.0,0.155307,10.0,0.1,4.61811,0.698489,0.1
2.48268,1.68067;0.604638,2.5891,0.1,0.134099,0.1,10.0,0.1,0.100087,0.512495,0.1
0.402162,1.68553;0.1,0.311062,0.508582,0.1,10.0,0.497491,0.132221,0.1,0.434681,0.1
1.88798,1.68807;0.1,0.262559,0.157675,1.12387,0.1,10.0,0.1,8.23843,10.0,0.1
2.28306,1.68952;2.51939,10.0,0.270151,1.55603,0.1,0.158642,0.1,10.0,0.575105,0.452964
2.3295,1.69336;0.1,0.392245,0.1,0.184375,0.1,10.0,0.1,0.250208,3.01518,0.1
2.35071,1.68871;0.1,0.389637,0.1,0.248481,0.1,10.0,0.141234,2.74859,3.79575,0.1
2.40347,1.68577;0.1,0.385034,0.1,0.146186,0.1,10.0,0.1,10.0,6.46643,0.1
2.47517,1.68792;0.604638,2.5891,0.1,0.155742,0.1,10.0,0.1,0.1,0.512495,0.1
0.402655,1.69288;3.16259,10.0,3.50319,0.105956,10.0,0.180067,0.807998,0.1,10.0,0.1
1.47695,1.69076;0.1,0.160701,0.142748,0.27783,0.169334,0.1,0.1,10.0,2.46795,0.1
1.49149,1.69513;0.148848,0.336493,0.1,1.9462,0.171377,10.0,2.13143,0.113221,1.33561,0.105667
1.53053,1.6911;0.1,0.499626,0.1,0.1,0.1,10.0,1.51992,0.1,0.1,0.707143
1.79803,1.69492;0.1,0.246647,0.1,0.885008,0.342864,10.0,0.192391,10.0,10.0,0.339073
1.95478,1.69106;0.1,0.361948,0.1,3.0618,0.1,10.0,1.20304,10.0,10.0,0.1
1.96192,1.69259;3.21844,10.0,0.33574,10.0,0.1,10.0,0.40564,10.0,1.24999,0.66487
1.97937,1.69068;0.1,0.344868,0.185945,1.36789,0.1,10.0,0.300483,0.1,2.80747,0.186005
1.98389,1.6877;0.124512,0.368874,0.1,0.296894,0.13946,10.0,0.138728,0.509619,3.97903,0.148029
1.98994,1.69564;0.1,0.295443,0.1,0.1,0.1,3.08703,0.117223,10.0,2.81322,0.181419
2.01673,1.69333;0.1,0.344868,0.119698,0.312953,0.120093,10.0,0.1,0.1,3.97903,1.37107
2.08911,1.69528;0.1,0.317758,0.1,1.42687,0.10168,10.0,0.17956,8.46453,10.0,0.384894
2.12506,1.69075;0.1,0.317758,0.1,0.46485,0.101219,10.0,0.270082,10.0,8.44712,0.154649
2.12996,1.69306;0.1,0.317758,0.1,0.699299,0.1,10.0,0.129772,8.23843,8.44712,0.1
2.17646,1.69057;0.106034,0.368874,0.1,0.1,0.1,10.0,0.1,0.348964,3.57547,0.1
2.18917,1.69332;0.1,0.350809,0.1,0.560054,0.1,10.0,0.1,0.415685,4.13677,0.1
2.24222,1.69527;0.1,0.368874,0.1,0.1,0.1,10.0,0.25923,3.10114,3.90058,0.178196
2.27302,1.69276;2.80465,10.0,0.119365,10.0,0.299666,8.99175,0.1,7.62872,0.826624,0.105492
2.31868,1.69272;0.1,0.391904,0.1,0.328882,0.1,10.0,0.12759,0.198354,3.05214,0.161121
2.34821,1.6962;2.79022,10.0,0.1,10.0,0.1,10.0,0.1,9.37488,1.29473,0.16858
2.35748,1.68675;0.131216,0.489726,0.1,0.164126,0.1,3.08703,0.1,10.0,1.86633,0.1
2.36594,1.69446;2.80465,10.0,0.1,0.857405,0.1,8.99175,0.223128,9.59987,0.868925,0.1
2.37088,1.69551;0.131216,0.489726,0.1,0.894877,0.1,3.08703,0.1,10.0,1.86633,0.1
2.39597,1.69205;0.552581,2.77858,0.16981,10.0,0.1,10.0,0.1,6.73058,2.94394,0.1
2.42378,1.68752;0.618505,2.65671,0.1,0.1,0.108783,10.0,0.1,0.101456,0.512495,0.167978
2.42661,1.68792;0.604638,2.5891,0.1,0.247691,0.1,10.0,0.17461,0.1,0.435919,0.1
