pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en,fd,fn,gd,gn
2.11064,1.70001;0.1,0.291556,0.190907,0.836344,0.117074,9.1914,0.1,0.562433,0.410172,10.0,10.0,0.333916,6.72031,0.1
2.11206,1.70163;0.1,0.307362,0.1,0.1,0.1,10.0,0.1,10.0,10.0,10.0,0.218226,10.0,10.0,0.190148
2.11798,1.69831;0.1,0.307362,0.1,0.1,0.1,10.0,0.1,10.0,10.0,10.0,0.161315,10.0,10.0,0.1
2.1266,1.69962;0.108898,0.368375,0.1,0.9936,0.1,10.0,0.143001,10.0,10.0,10.0,0.1,10.0,10.0,3.35913
2.1297,1.69908;0.1,0.3276,0.1,0.199693,0.190177,10.0,0.388971,0.1,0.1,4.95032,10.0,0.429897,0.1,0.1
2.13831,1.69726;0.1,0.295009,0.1,0.1,0.1,10.0,0.341357,0.1,0.1,0.185099,9.92298,0.1,10.0,0.177423
2.14433,1.69635;0.1,0.317416,0.159677,0.259185,0.1,10.0,0.1,0.1,0.1,0.1,10.0,1.18621,1.04934,0.1
2.14843,1.69808;0.291044,0.833331,0.172497,0.17549,0.1,10.0,0.1,0.266062,0.1,0.710605,2.58015,3.33735,2.77959,0.1
2.1556,1.69462;0.192154,0.611059,0.354163,0.510229,0.1,6.26847,0.15482,0.845031,0.274794,0.1,0.1,10.0,2.05597,0.150252
2.15617,1.69656;0.1,0.317416,0.1,0.1,0.1,9.75334,0.432098,0.711305,0.1,0.1,10.0,0.131172,0.1,0.1
2.16682,1.6962;0.886277,2.59318,0.278093,0.900082,0.1,10.0,0.626144,0.1,0.132596,0.1,0.1,10.0,1.34187,0.109205
2.16073,1.70025;0.1,0.300296,0.1,0.282943,0.1,10.0,0.1,0.192561,1.31547,0.199084,9.89949,0.1,7.14982,0.1
2.17471,1.6972;0.1,0.317416,0.1,0.1,0.1,10.0,0.506821,0.252552,0.1,0.1,8.00463,0.1,4.0144,0.1
2.17935,1.69946;1.09291,8.33133,0.263588,0.180715,0.1,0.211542,6.45094,8.76625,0.1,0.1,0.123662,0.1,0.1,1.21295
2.18333,1.6956;1.09291,8.33133,0.263588,0.180715,0.1,0.211542,6.45094,8.76625,0.1,0.121311,0.123662,0.1,0.1,1.21295
2.1807,1.70181;0.1,0.317416,0.1,0.222526,0.1,10.0,0.464576,1.24438,0.492246,0.1,9.08276,0.1,4.21807,0.189654
2.1926,1.69782;0.1,0.317416,0.1,0.574286,0.1,10.0,0.384082,0.1,0.492246,0.1,10.0,0.1,4.21807,0.189654
2.20105,1.69455;0.1,0.317416,0.1,0.159914,0.103994,10.0,0.493802,0.113548,0.19923,0.136702,5.89676,0.353079,10.0,0.208475
2.20523,1.69729;0.1,0.317416,0.1,0.159914,0.1,10.0,0.493802,0.1,0.194713,0.136702,5.89676,0.1,10.0,0.1
2.20095,1.70016;0.121668,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.116976,2.31206,2.44484,7.91631,8.18732,0.227762
2.20667,1.7002;0.1,0.241238,0.1,1.30653,0.1,0.587988,0.1,5.01967,0.1,10.0,0.1,0.232869,10.0,2.71824
2.21648,1.69856;0.124899,0.29196,0.1,1.92949,0.1,0.1,0.1,10.0,0.1,2.06231,2.00921,10.0,10.0,0.1
2.22435,1.69944;0.1,0.317416,0.1,0.1,0.111384,10.0,0.1,0.217702,0.609933,0.1,10.0,0.182761,4.70619,0.1
2.2316,1.69764;0.1,0.317416,0.1,0.279193,0.1,10.0,0.1,0.991458,1.23902,0.12117,10.0,0.159535,6.01719,0.194627
2.23982,1.69822;0.111937,0.29196,0.1,1.92949,0.1,0.1,0.157877,10.0,0.1,2.06231,2.00921,10.0,8.11993,1.03412
2.2527,1.69346;0.1,0.317416,0.1,0.1,0.1,10.0,0.229223,0.752901,0.100663,0.182864,10.0,0.1,10.0,0.334264
2.2585,1.69452;0.1,0.317416,0.1,0.1,0.1,10.0,0.280597,1.25924,0.1,0.1,10.0,0.1,10.0,0.1
2.26128,1.69574;0.1,0.317416,0.1,0.1,0.1,10.0,0.1,0.991458,0.609933,0.12117,10.0,0.1,10.0,0.194627
2.26701,1.69152;0.1,0.317416,0.1,0.1,0.111384,10.0,0.1,0.900613,0.609933,1.20148,10.0,0.665532,10.0,0.1
2.27199,1.69392;0.1,0.340414,0.1,0.130212,0.156621,10.0,0.106364,0.1,0.505311,4.14891,8.70295,0.1,6.87925,1.13578
2.26915,1.70311;0.1,0.326117,0.102299,0.149193,0.109283,10.0,0.313109,0.262739,0.329931,3.57979,7.89197,0.438993,10.0,0.1
2.28663,1.6932;0.1,0.327049,0.1,0.303656,0.1,10.0,0.178824,0.762275,0.609933,0.268078,10.0,0.1,5.9657,0.1
2.28023,1.69921;0.1,0.327049,0.1,0.1,0.1,10.0,0.1,0.762275,0.609933,0.268078,10.0,0.1,5.9657,0.160887
2.28436,1.69918;0.1,0.327049,0.1,0.1,0.1,10.0,0.1,0.762275,0.609933,0.393322,10.0,0.1,5.9657,0.1
2.29147,1.69938;0.1,0.340414,0.1,0.17151,0.1,10.0,0.194133,0.1,0.1,0.196358,10.0,0.1,3.50821,0.496961
2.29853,1.70027;0.134992,0.591011,0.328636,1.68468,0.1,10.0,0.131806,10.0,0.1,0.1,10.0,10.0,0.124402,0.123756
2.30274,1.6961;0.1,0.331174,0.1,0.169205,0.1,10.0,0.300866,0.1,0.1,5.96609,10.0,0.1,10.0,0.527608
2.31045,1.69647;1.24174,10.0,0.64027,0.127742,0.1,0.197012,7.7642,0.308947,0.1,5.87729,0.1,0.1,0.1,1.28394
2.31234,1.69433;1.24174,10.0,0.64027,0.1,0.1,0.197012,7.7642,0.300455,0.1,5.87729,0.1,0.1,0.1,1.28394
2.32915,1.69326;0.1,0.340414,0.1,0.1,0.1,10.0,0.141253,0.135161,0.248994,0.280687,9.38727,0.189683,3.968,0.12977
2.33187,1.69698;0.1,0.340414,0.1,0.130212,0.1,10.0,0.1,0.1,0.421398,4.14891,9.659,0.1,10.0,1.13578
2.33069,1.69968;0.1,0.340414,0.1,0.138456,0.1,10.0,0.125415,0.175038,0.143498,0.12929,10.0,0.108885,3.968,0.147845
2.33597,1.69839;0.1,0.340414,0.1,0.138456,0.1,10.0,0.125415,0.175038,0.143498,0.228808,10.0,0.108885,3.968,0.1
2.34019,1.701;0.1,0.340414,0.1,0.1,0.1,10.0,0.1,0.21388,0.1,0.1,10.0,0.1,4.79168,0.140546
2.34548,1.69912;0.1,0.340414,0.1,0.367668,0.1,10.0,0.388971,0.1,0.439377,8.61186,10.0,10.0,10.0,0.114699
2.35131,1.69674;0.1,0.340414,0.1,0.406582,0.177946,10.0,0.116468,0.1,0.439377,10.0,10.0,0.619268,10.0,0.310657
2.35285,1.6976;0.1,0.340414,0.1,0.367668,0.177946,10.0,0.1,0.1,0.439377,10.0,10.0,0.429897,10.0,0.310657
2.36404,1.69974;0.1,0.340414,0.1,0.100235,0.1,10.0,0.1,0.1,0.255789,4.9454,10.0,0.1,10.0,0.453113
2.36239,1.69785;2.40126,6.88694,0.268532,10.0,0.361046,0.1,0.265026,10.0,0.1,10.0,2.46093,10.0,0.416644,0.1
2.36929,1.69821;1.24174,10.0,0.1,0.1,0.124614,0.177505,7.7642,10.0,0.56929,5.87729,0.1,0.1,0.1,1.28394
2.38095,1.69585;0.1,0.345131,0.120393,0.657301,0.1,10.0,0.1,0.1,0.1,0.1,10.0,10.0,9.55153,0.1
2.38001,1.69875;0.1,0.340414,0.1,0.1,0.1,10.0,0.1,0.1,0.460853,6.9666,10.0,0.1,10.0,0.10465
2.37994,1.70426;0.1,0.29196,0.1,2.06877,0.1,0.1,0.231803,10.0,0.503378,5.6781,0.1,10.0,10.0,0.1
2.39695,1.69677;0.1,0.481668,0.328636,1.68468,0.1,10.0,0.1,10.0,0.1,0.54614,10.0,10.0,0.1,0.187248
2.40512,1.69617;0.1,0.481668,0.328636,1.68468,0.1,10.0,0.1,10.0,0.1,0.752393,10.0,10.0,0.1,0.160015
2.40205,1.70145;0.1,0.485909,0.328636,2.26419,0.1,10.0,0.1,10.0,0.1,0.1,10.0,10.0,0.1,0.154662
2.43005,1.69815;0.1,0.29196,0.1,1.98595,0.1,0.1,0.194297,10.0,0.1,10.0,3.27575,9.30163,8.45634,0.249549
2.43871,1.69412;0.1,0.481668,0.328636,1.68468,0.1,10.0,0.1,10.0,0.1,1.60235,10.0,10.0,0.1,0.1
2.44882,1.70252;0.1,0.29196,0.1,1.97933,0.1,0.195538,0.1,10.0,0.1,7.22795,2.77089,10.0,10.0,0.202091
2.46076,1.69574;0.1,0.29196,0.1,1.97933,0.1,0.195538,0.1,10.0,0.1,10.0,2.77089,2.05227,10.0,0.202091
2.46422,1.69837;0.1,0.29196,0.373109,1.97933,0.1,0.293804,0.162778,10.0,0.222312,9.70875,1.58339,1.68999,2.42604,0.1
2.47335,1.69655;0.1,0.29196,0.124992,1.97933,0.101133,0.293804,0.109729,10.0,0.223093,10.0,1.62356,1.68999,10.0,0.489649
2.47881,1.69561;0.1,0.29196,0.1,1.80053,0.1,0.1,0.159012,10.0,0.1,10.0,2.37434,1.5167,8.45634,0.333441
2.48572,1.7025;0.1,0.299307,0.1,1.99988,0.1,0.1,0.1,10.0,0.1,7.31404,2.44484,10.0,10.0,0.427162
2.49116,1.69745;0.100257,0.299307,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,7.31404,2.44484,10.0,10.0,0.427162
