pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en,fd,fn,gd,gn
2.49232,0.678326;10.0,10.0,0.1,10.0,0.1,1.62596,0.141077,10.0,0.1,10.0,0.1,10.0,10.0,0.1
0.401159,0.683646;10.0,0.1,0.24118,0.1,10.0,10.0,10.0,2.15407,0.1,0.1,10.0,0.387144,9.00342,8.02363
2.4824,0.684665;0.228379,1.26669,0.1,10.0,0.1,10.0,3.69226,0.602642,10.0,0.1,0.1,5.15793,7.11532,0.1033
0.401458,0.687286;10.0,0.1,0.14858,3.3965,0.1,5.21948,10.0,0.201936,0.108968,0.802438,10.0,0.1,10.0,10.0
2.48335,0.685717;7.2158,10.0,0.85556,0.1,0.235726,10.0,0.744991,0.1,0.402947,4.03003,0.419015,3.82581,1.25666,0.198344
0.402896,0.691266;0.1,0.1,0.1,0.1,10.0,0.460396,0.1,10.0,0.224334,0.146093,0.22355,0.286331,10.0,0.1
2.50134,0.692615;0.154361,0.449476,0.1,0.1,0.1,10.0,0.364347,0.243073,10.0,0.417128,0.1,2.0751,6.05651,10.0
0.40404,0.697905;0.716774,0.806565,0.621396,0.1,10.0,0.1,5.01407,10.0,10.0,0.1,2.05836,0.295171,10.0,0.272807
2.49951,0.69885;0.1,0.191877,0.1,0.1,0.640871,10.0,0.1,0.249299,10.0,5.2573,6.22197,0.1,0.994692,0.1
0.403252,0.702575;10.0,10.0,2.32886,0.825392,10.0,10.0,9.61044,0.1,10.0,10.0,10.0,10.0,10.0,0.1
2.49682,0.699613;0.1,0.191877,0.1,0.1,0.640871,10.0,0.1,0.249299,10.0,5.2573,6.22197,0.1,0.982934,0.1
0.403886,0.706011;7.54514,0.1,0.15947,0.326039,5.19081,0.168437,6.57548,0.1,0.1,0.346238,0.651565,0.1,0.1,0.1
2.48539,0.711438;0.1,0.368375,0.1,0.1,0.319365,10.0,0.143001,0.1,10.0,10.0,0.1,0.888821,4.31657,10.0
0.400575,0.710066;0.1,0.1,0.1,0.1,1.88769,0.1,0.1,0.1,0.1,0.819625,10.0,9.75187,10.0,0.150777
2.49188,0.711798;0.104502,0.334506,0.1,2.09112,0.219171,4.15734,0.133663,10.0,10.0,3.65087,0.172755,2.95678,5.65448,4.19323
0.401786,0.718322;0.1,0.121919,0.425534,0.134214,10.0,0.391202,9.8797,10.0,0.1,0.528431,1.35603,10.0,10.0,0.1
2.4971,0.717716;0.1,0.182149,0.982802,1.38084,0.121833,5.34798,0.1,9.26236,1.85206,2.24044,0.1,0.1,10.0,0.1
0.401701,0.72123;0.151951,0.196464,0.62166,0.122261,10.0,0.218916,0.1,0.1,0.202184,0.1,1.87188,0.1,10.0,0.180436
2.48878,0.724704;8.45652,10.0,0.379211,2.3423,0.1,10.0,0.1,10.0,0.520146,10.0,1.04776,10.0,10.0,0.276341
0.402309,0.726323;0.151951,0.196464,0.62166,0.122261,10.0,0.1,0.1,0.305917,0.266947,0.145502,0.163792,0.1,10.0,0.1
2.49263,0.728815;8.45652,10.0,0.1,2.3423,0.414978,10.0,0.1,10.0,0.115916,8.02958,0.491331,10.0,10.0,0.276341
0.403464,0.731358;0.151951,0.196464,0.589924,0.122261,10.0,0.366551,0.1966,0.305917,0.168922,0.145502,0.26791,0.1,10.0,0.1
2.49296,0.735923;8.45652,10.0,0.1,0.318137,0.376542,8.12003,0.1,10.0,0.1,10.0,0.323295,9.6131,10.0,0.276341
0.402102,0.737967;10.0,6.81033,0.1,2.41603,0.1,0.1,1.767,0.1,10.0,2.00131,0.130143,10.0,10.0,0.1
2.50633,0.735234;8.45652,10.0,0.1,2.3423,0.305838,8.12003,0.1,10.0,0.1,10.0,0.674234,10.0,10.0,0.276341
0.404271,0.741625;10.0,6.81033,0.1,2.41603,0.129151,0.181448,1.767,0.1,10.0,2.00131,0.130143,10.0,10.0,0.1
2.50178,0.740075;8.45652,10.0,0.200496,2.59536,0.28424,10.0,0.1,8.39899,0.1,10.0,0.492881,10.0,10.0,0.125597
0.404872,0.746136;10.0,0.227393,0.242144,0.1,5.19081,0.168437,6.98536,0.1,0.1,0.206617,0.651565,0.1,0.1,0.1
2.51155,0.744961;8.45652,10.0,0.165982,2.59536,0.28424,8.10161,0.1,10.0,0.1,10.0,0.443865,10.0,10.0,0.125597
0.404175,0.751241;2.19203,0.1,0.104375,10.0,10.0,10.0,0.1,0.313204,4.59111,0.1,0.1,10.0,10.0,0.158591
2.50301,0.752226;0.1993,0.492118,0.257539,1.7415,0.430186,4.24484,0.1,0.1,0.296464,3.36779,0.1,9.14536,2.42519,0.1
0.401387,0.756784;0.11734,0.161381,0.62166,0.1,10.0,0.1,10.0,0.1,0.105378,0.1,0.195666,0.219376,7.68699,0.1
2.4701,0.759058;0.1993,0.492118,0.257539,1.7415,0.332704,4.69636,0.1,0.171676,0.385177,2.28951,0.112558,6.63598,2.42519,0.1
0.401747,0.764007;0.10177,0.143474,0.534443,0.1,10.0,0.236568,1.38999,0.1,0.1,0.26045,10.0,0.185904,0.465936,0.1
2.49828,0.7605;4.74572,6.88694,0.313492,10.0,0.1,0.1,0.1,0.1,0.1,6.1185,0.335165,0.1,0.728018,0.205459
0.403086,0.76852;0.10177,0.143474,0.534443,0.12034,10.0,0.225536,1.38999,0.1,0.1,0.172927,10.0,0.185904,0.465936,0.1
2.48904,0.768782;0.1,0.148426,0.1,0.1,0.1,1.27616,0.1,5.84556,0.16182,0.1,3.71052,0.1,10.0,0.318095
0.40202,0.772556;0.1,0.1,0.1,0.332879,10.0,0.1,1.63236,10.0,10.0,0.1,0.1,0.164703,10.0,0.1
2.50553,0.770951;0.100063,0.220593,0.156035,0.1,0.655658,10.0,0.644241,0.1,0.1,0.1,10.0,0.1,1.25365,0.137246
0.402309,0.776533;1.73659,0.1,0.1,10.0,0.140378,1.85171,10.0,0.1,4.07586,0.1,10.0,0.1,10.0,0.1
2.49296,0.778977;0.846734,1.32617,0.1,0.1,0.499041,10.0,0.1,0.1,0.751337,0.321525,0.139107,10.0,10.0,0.363154
0.402963,0.783813;1.55374,0.699944,0.126671,8.55912,0.16521,1.85171,4.03577,0.146695,10.0,0.1,4.91703,0.1,10.0,10.0
2.49867,0.780719;0.846734,1.32617,0.395818,0.1,0.1,10.0,0.1,0.1,0.751337,0.1,0.139107,10.0,10.0,0.363154
0.403994,0.789252;0.1,0.191877,0.1,0.1,10.0,10.0,0.1,0.189236,10.0,10.0,10.0,0.1,10.0,10.0
2.4941,0.790378;0.136698,0.21421,0.121341,0.1,0.1,0.698182,0.303493,10.0,0.101829,0.1,8.37885,0.152273,2.13438,0.1
0.40453,0.793879;2.41935,0.114793,0.286449,8.55912,0.1,1.85171,4.03577,0.1,0.1,0.113813,2.25493,0.1,0.1,0.1
2.48816,0.792715;0.136698,0.21421,0.121341,0.1,0.1,0.698182,0.303493,10.0,0.1,0.1,8.37885,0.162506,2.13438,0.1
0.402975,0.798373;0.187312,0.268564,0.268532,0.1,10.0,4.14181,1.05669,0.19038,0.128888,3.24956,2.15871,0.901154,0.692812,0.114572
2.49088,0.79678;0.1,0.334506,0.1,2.09112,0.142432,4.15734,0.281754,10.0,10.0,10.0,0.1,2.95678,5.65448,4.19323
0.402242,0.803997;0.195001,0.269594,0.500251,0.1,10.0,1.84263,1.48718,0.140645,0.239792,0.889476,0.169218,0.135493,5.56547,0.1
2.50656,0.799098;0.136698,0.21421,0.121341,0.126336,0.1,0.698182,0.173837,10.0,0.1,0.134716,9.08139,0.1,2.13438,0.1
0.40181,0.805173;0.195001,0.269594,0.500251,0.1,10.0,1.84263,1.48718,0.1,0.123255,0.889476,0.169218,0.698251,6.09725,0.1
2.49728,0.809197;0.1,0.222654,0.141834,0.130635,0.110659,10.0,3.08664,3.1451,3.21492,9.27139,2.16091,0.269408,10.0,0.1
0.401446,0.811453;4.49289,6.09611,1.41903,1.28381,10.0,0.1,0.344513,5.32711,0.105772,1.43113,7.87424,0.562625,1.97218,0.1
2.48233,0.81466;0.1,0.222654,0.141834,0.1,0.110659,10.0,3.08664,3.1451,3.21492,9.27139,1.84902,0.170641,10.0,0.1
0.400627,0.818636;1.08979,0.114731,0.1,5.99659,0.211825,1.67947,6.98355,0.246638,0.1,0.1,0.120019,0.1,10.0,10.0
2.50027,0.816095;4.20987,5.53148,0.1,10.0,0.1,0.118069,0.21194,0.259764,0.468172,10.0,0.110219,0.1,1.70793,0.1
0.404122,0.824527;1.08979,0.1,0.1,5.99659,0.211825,1.67947,6.98355,0.253464,0.196488,0.598323,0.120019,0.1,10.0,10.0
2.48842,0.824203;0.687575,0.894699,1.24154,2.87394,0.1,0.1,0.315348,3.97844,0.1,10.0,0.103629,0.1,3.55659,0.124308
0.400562,0.825942;2.22534,3.38514,0.1,0.172287,6.5352,0.776316,0.1,6.87759,0.124901,1.34253,10.0,0.1,4.29298,0.482069
2.49452,0.828401;0.100063,0.220593,0.1,0.1,0.339264,7.72332,0.830733,0.146805,0.1,0.174395,7.23581,0.1,1.25365,0.116351
0.401849,0.831968;1.08979,0.1,0.1,5.99659,0.211825,1.67947,6.98355,0.173784,0.196488,1.56132,0.120019,0.1,10.0,10.0
2.49866,0.832781;7.205,10.0,0.1,0.1,0.1,10.0,0.101023,0.1,0.167665,10.0,0.11872,0.127549,2.50622,0.1
0.404845,0.837205;1.73659,0.1,0.1,10.0,0.1,1.85171,8.27309,0.1,9.42293,0.1,0.496829,0.1,0.1,0.1
2.48529,0.840132;7.205,10.0,0.1,1.3284,0.1,10.0,0.167565,0.1,0.167665,10.0,0.1,0.1,2.50622,0.1
0.404058,0.843715;1.73659,0.1,0.1,10.0,0.140378,1.85171,8.27309,0.1,4.07586,0.1,10.0,0.1,0.125588,0.1
2.49945,0.844111;0.1,0.232017,0.152786,0.1,0.60595,10.0,0.216753,10.0,10.0,0.540881,4.75156,6.75227,4.09923,0.521514
0.401624,0.84834;1.73659,0.101412,0.1,10.0,0.140378,1.85171,8.27309,0.1,4.07586,0.1,10.0,0.1,0.199231,0.279696
2.49194,0.847633;0.1,0.232017,0.152786,0.1,0.60595,10.0,0.216753,10.0,10.0,0.658854,4.75156,6.75227,4.09923,0.521514
0.402288,0.85056;1.73659,0.1,0.1,10.0,0.140378,1.85171,8.27309,0.1,3.71986,0.300272,10.0,0.1,0.153103,0.1
2.48109,0.854454;0.173312,0.317416,0.1,0.1,0.1,7.14114,0.74299,2.88756,0.616578,0.1,10.0,0.1,10.0,0.1
0.401295,0.85593;5.81826,8.83734,1.52844,0.143389,5.98361,0.211145,8.21737,9.75071,0.1,2.81097,0.468025,0.11407,10.0,0.167285
2.4846,0.859323;0.687575,0.894699,0.642774,2.87394,0.1,0.1,0.245992,3.55644,0.1,8.51081,0.126955,0.1,3.55659,0.1
0.401592,0.863421;0.14951,0.181716,0.115699,0.421111,10.0,0.57075,0.220503,9.14205,1.91825,8.18348,0.1,0.450831,2.89976,0.15524
2.49479,0.866461;0.1,0.214244,0.1,0.1,0.59794,10.0,0.397034,10.0,10.0,0.1,10.0,2.11761,10.0,0.1
0.400999,0.865234;10.0,3.65731,0.1,0.1,0.1,0.952838,0.1,1.20562,7.79628,0.1,10.0,0.1,6.54081,8.95247
2.49266,0.867526;0.1,0.214244,0.1,0.1,0.59794,10.0,0.397034,10.0,10.0,0.144943,10.0,2.11761,10.0,0.1
0.404499,0.874023;0.212044,0.314864,0.575319,0.220565,10.0,1.54925,4.19988,2.14973,0.1,0.167172,0.1,10.0,10.0,0.11092
2.49324,0.87381;0.1,0.222654,0.141834,0.209577,0.110659,10.0,1.99985,7.18853,10.0,9.27139,1.84902,0.147571,10.0,0.1
0.404509,0.875301;0.557392,0.845365,1.0431,0.1,10.0,0.1,10.0,10.0,0.1,0.1,7.01029,0.1,10.0,0.1
2.49736,0.875561;0.1993,0.492118,0.257539,1.7415,0.222524,4.24484,0.1,0.1,0.296464,1.97032,0.1,6.63598,2.42519,0.1
0.400192,0.883556;0.195001,0.314864,0.575319,0.1,4.46237,0.328156,5.47881,0.1,0.1,0.1,10.0,4.33106,10.0,0.1
2.48917,0.884852;0.144757,0.374551,0.244463,0.134252,0.198408,10.0,1.6518,0.960596,0.221581,0.222211,0.1,10.0,5.93396,0.1
0.402496,0.889766;0.1,0.135854,0.331612,0.409513,10.0,0.1,0.143927,10.0,4.01982,1.21704,2.95211,3.50232,4.52356,0.1
2.49427,0.886401;0.636886,0.894699,0.908457,2.87394,0.511062,0.1,0.1,6.3723,0.10929,8.51081,0.126955,0.1,3.55659,0.1
0.39996,0.89461;2.34239,0.240178,0.144231,10.0,10.0,10.0,0.1,10.0,0.1,0.1,0.228563,0.1,6.58938,0.206305
2.48355,0.893119;0.636886,0.894699,0.908457,2.87394,0.511062,0.1,0.1,6.3723,0.1,8.51081,0.126955,0.1,3.55659,0.1
0.401084,0.896879;6.76087,0.1,0.241028,5.72866,10.0,10.0,10.0,2.08915,2.53513,10.0,0.1,4.08687,1.00777,0.1
2.48566,0.895746;0.228087,0.514284,0.273347,0.566876,0.448907,10.0,0.1,5.78842,3.79849,0.123429,4.29142,10.0,2.99801,0.196105
0.402316,0.904065;0.708013,1.09046,1.07576,0.145719,9.66382,0.1,8.77151,10.0,0.114277,0.1,3.45529,0.1,9.31467,0.1
2.4932,0.905157;0.10673,0.244697,0.34203,0.1,0.1,10.0,0.38989,0.1,0.112299,0.236671,10.0,0.106687,10.0,0.207799
0.403872,0.906666;6.502,10.0,0.1,0.209835,10.0,2.72467,7.49679,10.0,0.148559,5.87979,2.68809,0.1,10.0,0.212669
2.48726,0.908292;0.10673,0.244697,0.34203,0.1,0.1,10.0,0.38989,0.1,0.1,0.236671,10.0,0.111801,10.0,0.207799
0.401548,0.914793;1.36729,0.1,0.1,10.0,0.1,2.13964,10.0,0.163821,10.0,0.37446,10.0,0.1,7.25328,2.80479
2.5056,0.912361;0.615199,0.897944,0.130631,0.315054,0.1,0.474401,0.1,4.13891,1.06216,9.73224,0.1,10.0,10.0,0.1
0.404702,0.917598;2.70309,3.45584,0.852768,0.863789,10.0,0.114882,3.76441,0.1,0.1,10.0,0.187601,0.1,10.0,0.1
2.47414,0.919711;0.1,0.225252,0.1294,0.258724,0.229327,5.11308,0.361017,0.639407,0.176595,0.126923,0.1,9.12813,10.0,0.894519
0.403027,0.920154;1.36729,0.1,0.1,10.0,0.1,2.13964,9.9729,0.193264,10.0,1.55719,10.0,0.117114,7.25328,4.37345
2.50066,0.918928;0.141083,0.265236,0.201037,0.80115,0.103647,0.15577,0.1,10.0,0.1,1.11301,2.49601,0.442037,10.0,3.06681
0.40356,0.92822;0.195001,0.314864,0.575319,0.1,10.0,1.84263,5.47881,0.950374,0.1,0.167172,0.1,10.0,10.0,0.1
2.48756,0.924117;0.1,0.227267,0.131908,0.1,0.438741,5.31416,0.137464,1.78406,0.623242,1.85169,0.1,10.0,9.23386,0.320457
0.401726,0.933926;6.80919,10.0,1.54876,0.1,8.1005,0.1,4.01747,0.1,0.287534,10.0,0.137307,0.1,9.19326,0.159685
2.49919,0.931258;0.1,0.172772,0.163342,0.448768,0.1,0.212313,0.1,6.78342,0.1,10.0,7.91498,0.719851,2.65748,0.1
0.402258,0.938241;0.11734,0.209944,0.62166,0.1,10.0,0.524839,8.66779,0.499183,10.0,0.434029,0.448938,0.844331,0.1,0.1
2.48195,0.939888;4.16074,5.99886,0.1,10.0,0.1,0.1,0.226999,0.855584,0.147477,10.0,0.220087,0.29341,1.70793,0.1
0.400502,0.941992;10.0,3.22369,0.163157,0.1,0.322651,0.1,3.93976,10.0,0.1,0.1,0.1,0.719246,10.0,0.242164
2.48388,0.943476;0.125321,0.396317,0.1,0.1,0.1,10.0,0.1,0.622952,7.15833,0.1,1.73585,3.3787,10.0,10.0
0.402296,0.947709;10.0,2.37295,5.38333,0.626428,10.0,4.55221,10.0,0.1,0.1,2.00188,9.74231,0.1,4.36448,5.67475
2.48664,0.947896;0.125321,0.396317,0.1,0.1,0.1,10.0,0.1,0.622952,7.15833,0.1,1.22325,2.44277,10.0,10.0
0.402466,0.952746;10.0,0.1,0.33672,0.185353,0.315538,0.233966,10.0,0.1,3.51745,0.446506,4.34384,0.1,1.9507,2.34218
2.4788,0.959248;3.39457,8.83825,0.218508,0.1,0.397602,0.169393,0.1,9.52778,0.288695,3.80619,1.13027,0.604842,0.1,0.1
0.400679,0.955391;1.33362,0.1,0.1,10.0,0.1,2.13964,10.0,0.1,10.0,7.55558,10.0,0.117114,7.25328,2.80479
2.5054,0.953149;0.1,0.261001,0.165939,0.1,0.151044,10.0,0.121349,0.71105,6.60946,1.52361,1.53214,0.361716,10.0,2.42309
0.402493,0.964886;1.33362,0.1,0.1,10.0,0.1,2.13964,10.0,0.1,10.0,10.0,10.0,0.117114,7.25328,2.80479
2.49067,0.963285;0.1,0.172772,0.1,0.448768,0.1,0.1,0.1,7.19428,0.1,10.0,10.0,4.24199,2.65748,0.1
0.401641,0.967809;1.55374,0.342093,0.766073,10.0,0.16521,5.89629,4.03577,0.144168,3.4074,0.439029,10.0,0.197692,2.60162,0.247608
2.50399,0.966336;0.1,0.280502,0.16397,0.119717,0.1,10.0,1.47602,0.461595,0.23004,0.223482,7.57913,0.14411,0.1,0.462455
0.404583,0.974921;9.41217,10.0,0.1,0.1,0.346897,0.1,10.0,0.154725,0.1,0.1,0.1,10.0,10.0,0.1
2.49694,0.971725;0.1,0.280502,0.16397,0.1,0.1,10.0,1.47602,0.461595,0.171301,0.223482,7.57913,0.1,0.1,0.462455
0.402401,0.979783;0.1,0.131414,0.1,0.1,0.1,0.1,0.247405,0.178395,10.0,10.0,0.1,0.184222,10.0,0.1
2.49056,0.974686;0.1,0.280502,0.16397,0.1,0.1,10.0,1.47602,0.461595,0.171301,0.254681,7.57913,0.1,0.1,0.462455
0.400652,0.979638;10.0,4.63469,3.56331,0.163423,0.121998,0.131747,0.144119,1.81905,0.1,10.0,2.00488,0.193777,10.0,0.1
2.49373,0.981497;0.1,0.244697,0.34203,0.1,0.1,10.0,0.1,0.1,0.1,0.1,10.0,0.1,10.0,0.1
0.402873,0.988943;1.55374,0.1,0.1,8.55912,0.16521,1.85171,6.24926,0.1,0.1,1.41087,0.1,0.1,5.08986,7.83302
2.50469,0.985259;0.1,0.257551,0.1,0.1,0.109395,10.0,0.208424,0.247549,10.0,10.0,2.28048,0.282681,10.0,2.24226
0.400544,0.990859;10.0,4.63469,4.65337,0.163423,0.121998,0.131747,0.106222,1.96846,0.1,10.0,1.78734,0.148689,9.82403,0.101098
2.49361,0.992665;0.1,0.261001,0.1,0.1,0.143018,10.0,0.128699,0.501262,10.0,10.0,1.53214,0.258244,10.0,2.42309
0.402167,0.997544;10.0,1.19553,2.2064,0.626428,10.0,1.80223,10.0,0.1,10.0,0.284895,9.74231,0.223726,4.36448,5.67475
2.49419,0.997902;0.1,0.261001,0.1,0.140008,0.1,10.0,0.262592,0.1,10.0,10.0,0.712547,0.1,10.0,2.24226
0.403919,1.00278;0.521457,0.764643,0.1,0.204896,10.0,0.1,0.150592,10.0,0.489969,0.322484,0.1,0.1,10.0,0.65887
2.48531,1.00507;0.120558,0.291556,0.190907,0.1,0.294563,9.1914,0.192466,0.562433,0.345032,3.38245,10.0,0.218483,4.08786,0.113617
0.404824,1.00702;10.0,0.1,0.171711,5.39413,10.0,10.0,0.1,0.628418,0.1,1.11428,0.134751,0.1,0.1,0.171976
2.50162,1.00621;0.1,0.261001,0.1,0.1,0.109395,10.0,0.1,0.247549,10.0,10.0,2.28048,0.1,10.0,2.24226
0.400313,1.01244;10.0,2.55978,0.1,0.1,1.58002,3.08673,0.1,0.1,6.26277,0.101507,10.0,1.22933,6.54081,10.0
2.50443,1.00814;5.02288,10.0,0.1,8.8825,0.553891,10.0,0.1,0.108473,1.24182,10.0,0.448936,2.6147,0.979415,0.110097
0.401228,1.01929;0.785919,1.38309,1.07576,0.1,9.66382,0.1,8.20002,10.0,0.1,10.0,0.100998,10.0,9.31467,0.583683
2.48754,1.01564;0.1,0.261001,0.1,0.1,0.109395,10.0,0.1,0.38675,10.0,10.0,2.6796,1.30831,10.0,2.24226
0.400299,1.02049;9.65391,0.109035,0.335668,0.169067,10.0,0.82135,0.344102,0.293294,0.1,0.523664,10.0,0.1,3.98008,4.32054
2.50212,1.02305;1.00439,2.59318,0.16557,1.7815,0.61317,10.0,0.626144,0.1,0.174408,0.1,0.1,10.0,1.44291,0.170727
0.404213,1.02749;0.521457,0.764643,0.1,0.1,10.0,0.529185,0.1,6.69281,0.393569,4.80364,0.1,0.1,10.0,0.1
2.48528,1.02784;5.02288,10.0,0.1,10.0,0.36879,10.0,0.1,0.115155,1.24182,8.83492,0.1,1.68939,1.08995,0.1
0.403701,1.03426;1.22923,1.84551,0.1,0.1,10.0,0.1,0.133803,10.0,10.0,1.78404,3.46187,0.219613,10.0,0.102479
2.48149,1.02903;0.149823,0.536481,0.1,3.86759,0.203011,6.97846,0.249127,10.0,10.0,0.1,0.709816,0.1,10.0,0.32278
0.401844,1.03941;0.785919,1.38309,1.07576,0.145719,9.66382,0.1,9.10855,10.0,0.1,10.0,2.03959,10.0,9.31467,0.35058
2.49847,1.0356;0.1,0.165247,0.107764,0.398926,0.1,0.366113,0.105309,0.120301,0.233762,10.0,0.174112,10.0,10.0,0.812654
0.40095,1.04435;0.120811,0.254158,0.1,0.1,0.455377,0.132717,0.104375,0.546161,0.343801,0.113158,0.681391,4.72606,10.0,1.81777
2.4877,1.048;5.02288,10.0,0.1,8.8825,0.346228,10.0,0.1,0.1,1.24182,10.0,0.260366,1.68939,1.08995,0.1
0.402923,1.04551;0.1,0.138433,0.115699,0.421111,10.0,0.548709,0.220503,9.14205,1.91825,5.79971,0.118422,0.450831,10.0,0.1
2.48561,1.04964;5.02288,10.0,0.1,8.8825,0.346228,10.0,0.1,0.111311,1.24182,10.0,0.260366,1.68939,1.08995,0.1
0.403039,1.05453;9.65391,0.1,0.335668,0.1,10.0,0.484155,0.14726,0.293294,0.1,0.112211,10.0,0.1,3.98008,4.32054
2.4971,1.05384;0.1,0.304354,0.1,0.135754,0.236281,10.0,0.1,5.88334,10.0,5.47825,0.116026,0.376515,5.5387,2.69617
0.403626,1.0568;9.65391,0.1,0.335668,0.1,10.0,0.484155,0.291783,0.293294,0.1,0.523664,10.0,0.1,3.98008,4.32054
2.49512,1.05493;0.1,0.304354,0.1,0.135754,0.236281,10.0,0.1,5.88334,10.0,5.47825,0.116026,0.482485,5.5387,2.69617
0.400898,1.06161;10.0,0.1,0.1,0.1946,10.0,10.0,0.1,0.1,10.0,5.20425,0.1,1.24799,0.1,0.1
2.50536,1.05949;0.443583,0.940237,0.1,0.430568,0.560909,3.28077,0.1,10.0,2.37016,10.0,0.117047,0.491887,4.74898,0.212557
0.404453,1.06758;10.0,5.0932,10.0,1.81071,0.1,10.0,3.0836,0.1,10.0,4.72629,10.0,10.0,3.90781,6.76938
2.48486,1.07298;0.174764,0.461674,0.305712,0.1,0.1,10.0,0.886236,0.415214,0.105283,0.1,0.1,10.0,10.0,0.240043
0.401105,1.07465;10.0,1.19553,2.41407,0.626428,7.91578,0.722336,10.0,0.1,2.39623,2.00188,9.74231,0.1,4.36448,5.67475
2.48174,1.07424;0.174764,0.461674,0.305712,0.1,0.1,10.0,0.886236,0.415214,0.1,0.1,0.11735,10.0,10.0,0.260299
0.405122,1.0786;1.16673,0.1,0.1,8.55912,0.618282,1.35971,8.97548,10.0,0.1,0.325841,10.0,1.45666,0.1,0.1
2.47905,1.08415;0.174764,0.461674,0.305712,0.202899,0.1,10.0,0.886236,0.415214,0.110327,0.282291,0.1,10.0,10.0,0.1
0.40403,1.08439;0.1,0.191718,0.425534,0.1,8.44132,0.391202,7.77312,10.0,0.1,0.81414,1.42051,8.67074,9.31803,0.287971
2.49627,1.08539;0.1,0.293081,0.1,1.58951,0.155992,0.111515,0.1,10.0,0.1,10.0,10.0,7.13234,0.1,0.1
0.402292,1.08659;8.6184,3.7965,0.108884,0.1,0.1,0.137413,0.160803,10.0,2.49371,0.102887,1.71576,1.55438,10.0,0.872644
2.48912,1.08881;0.1,0.334506,0.1,0.9936,0.300031,10.0,0.386767,10.0,10.0,0.1,0.1,2.95678,10.0,6.18742
0.400113,1.09015;2.29216,6.09611,3.638,0.1,10.0,0.116009,10.0,6.87759,0.1,0.1,10.0,0.173111,3.9599,10.0
2.50546,1.08769;0.122647,0.317416,0.142816,0.1,0.103677,10.0,0.869774,0.1,0.1,1.3146,10.0,0.135502,5.48839,0.111438
0.401111,1.09808;8.6184,3.7965,0.200982,0.106874,0.1,0.216558,0.302462,10.0,2.61114,0.1,1.00137,1.57331,10.0,0.587725
2.48731,1.09917;0.1,0.280502,0.119113,0.1,0.105143,10.0,1.47602,0.251635,0.1,0.1,3.91087,0.1,10.0,0.462455
0.40266,1.10091;10.0,0.1,0.171711,5.39413,10.0,10.0,0.1,1.11657,0.1,1.23612,0.1,0.1,0.1,0.171976
2.49205,1.1048;0.1,0.303854,0.148661,1.1734,0.430785,10.0,0.391894,0.1,0.1,10.0,10.0,0.1,10.0,1.16931
0.404659,1.1079;9.67066,0.1,0.1,8.55912,0.1,1.85171,0.1,0.106178,10.0,0.213033,10.0,10.0,5.57161,10.0
2.48809,1.10893;0.174764,0.470577,0.305712,0.1,0.1,10.0,0.835339,0.679382,0.1,0.1,0.1,10.0,10.0,0.1
0.401559,1.1134;10.0,10.0,0.1,1.32889,1.14743,0.1,9.61044,0.82941,10.0,6.76064,9.0558,10.0,6.59872,0.216069
2.48829,1.1146;0.1,0.310825,0.140312,0.1,0.459324,10.0,0.1,0.134053,0.1,0.1,6.779,0.125792,0.1,0.319232
0.40099,1.1182;10.0,3.65731,0.838843,0.1,0.1,0.1,1.2881,0.23487,0.659561,0.144868,10.0,0.1,6.54081,8.95247
2.50451,1.11532;4.20987,7.89292,0.1,10.0,0.1,0.1,0.18877,0.116625,0.131907,6.64736,0.152843,0.365138,0.506683,0.1
0.402765,1.12344;10.0,3.65731,0.838843,0.1,0.1,0.1,1.20646,0.1,0.782366,0.1,10.0,0.1,6.54081,8.95247
2.4982,1.12206;4.20987,7.89292,0.1,10.0,0.1,0.1,0.21194,0.116625,0.131907,6.64736,0.1,0.196788,0.506683,0.1
0.403082,1.12636;10.0,3.65731,0.795719,0.1,0.1,0.1,1.20646,0.1,0.535873,0.1,10.0,0.1,6.54081,8.95247
2.50135,1.12832;5.02288,10.0,2.22691,8.8825,0.346228,10.0,0.1,0.1,0.226956,10.0,0.260366,1.68939,1.08995,0.1
0.400736,1.13077;8.6184,3.7965,0.200982,0.1,0.1,0.216558,0.302462,10.0,2.61114,0.1,1.00137,1.63738,10.0,0.872644
2.49848,1.13041;5.02288,10.0,2.22691,8.8825,0.346228,10.0,0.1,0.111311,0.226956,10.0,0.260366,1.68939,1.08995,0.1
0.401702,1.13603;2.22534,6.09611,0.1,0.177281,10.0,10.0,0.1,10.0,0.1,0.68869,10.0,10.0,10.0,10.0
2.491,1.1387;0.1,0.323073,0.1,0.178848,0.312842,10.0,0.167826,0.614277,3.95608,0.1,0.280416,4.84156,0.872989,0.175533
0.403522,1.14412;8.6184,3.7965,0.108884,0.1,0.1,0.137413,0.302462,10.0,2.49371,0.1,0.804069,1.55438,10.0,0.872644
2.48823,1.14313;0.1,0.323073,0.1,0.161914,0.312842,10.0,0.1,0.164923,3.95608,0.258209,0.280416,4.84156,0.872989,0.175533
0.400137,1.14569;9.65391,0.1,0.1,0.124853,10.0,1.55081,0.182355,0.661272,0.1,0.117271,9.71855,0.1,3.98008,5.07431
2.50027,1.143;5.02288,10.0,2.60073,10.0,0.346228,10.0,0.1,0.1,0.1,10.0,0.260366,1.68939,1.08995,0.1
